001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.361586,-212.514206,-134.013535
001,0.389231,-212.517075,-134.009323
001,0.419638,-212.524963,-134.013443
001,0.419638,-212.524963,-134.013443
001,0.455574,-212.532639,-133.99826
001,0.455574,-212.532639,-133.99826
001,0.488635,-212.544296,-134.002396
001,0.488635,-212.544296,-134.002396
001,0.521032,-212.560349,-134.005753
001,0.521032,-212.560349,-134.005753
001,0.553831,-212.571899,-134.015976
001,0.553831,-212.571899,-134.015976
001,0.583418,-212.574936,-134.030518
001,0.583418,-212.574936,-134.030518
001,0.613455,-212.559387,-134.047333
001,0.613455,-212.559387,-134.047333
001,0.641334,-212.553711,-134.061249
001,0.669443,-212.55014,-134.071533
001,0.669443,-212.55014,-134.071533
001,0.698147,-212.548355,-134.078293
001,0.698147,-212.548355,-134.078293
001,0.7276,-212.543274,-134.088318
001,0.7276,-212.543274,-134.088318
001,0.756648,-212.537003,-134.1035
001,0.786666,-212.533142,-134.113419
001,0.786666,-212.533142,-134.113419
001,0.815658,-212.532425,-134.111755
001,0.815658,-212.532425,-134.111755
001,0.846475,-212.531662,-134.090469
001,0.846475,-212.531662,-134.090469
001,0.876098,-212.532333,-134.085648
001,0.904957,-212.535675,-134.086731
001,0.904957,-212.535675,-134.086731
001,0.934684,-212.544296,-134.090118
001,0.934684,-212.544296,-134.090118
001,0.964823,-212.554306,-134.104141
001,0.964823,-212.554306,-134.104141
001,0.993298,-212.559219,-134.106674
001,1.022157,-212.563751,-134.105911
001,1.022157,-212.563751,-134.105911
001,1.052476,-212.573593,-134.104294
001,1.052476,-212.573593,-134.104294
001,1.08294,-212.589859,-134.116714
001,1.08294,-212.589859,-134.116714
001,1.11309,-212.588959,-134.125214
001,1.11309,-212.588959,-134.125214
001,1.142753,-212.584442,-134.130692
001,1.173195,-212.573914,-134.123962
001,1.173195,-212.573914,-134.123962
001,1.20227,-212.57074,-134.123657
001,1.20227,-212.57074,-134.123657
001,1.231317,-212.580688,-134.129364
001,1.231317,-212.580688,-134.129364
001,1.25912,-212.647247,-134.076141
001,1.287471,-212.773651,-133.891449
001,1.287471,-212.773651,-133.891449
001,1.315557,-212.90863,-133.878738
001,1.315557,-212.90863,-133.878738
001,1.343347,-212.84404,-134.033569
001,1.372417,-212.521545,-134.42572
001,1.372417,-212.521545,-134.42572
001,1.401788,-212.007111,-134.898376
001,1.401788,-212.007111,-134.898376
001,1.43034,-211.467285,-135.354919
001,1.43034,-211.467285,-135.354919
001,1.45809,-210.974152,-135.784119
001,1.486951,-210.623627,-136.104034
001,1.486951,-210.623627,-136.104034
001,1.516674,-210.365387,-136.334274
001,1.516674,-210.365387,-136.334274
001,1.547302,-210.140854,-136.549683
001,1.547302,-210.140854,-136.549683
001,1.574775,-209.905029,-136.736694
001,1.602621,-209.690186,-136.910736
001,1.602621,-209.690186,-136.910736
001,1.632045,-209.461929,-137.095795
001,1.632045,-209.461929,-137.095795
001,1.659903,-209.215164,-137.227219
001,1.688856,-208.968948,-137.313507
001,1.688856,-208.968948,-137.313507
001,1.72032,-208.762024,-137.359818
001,1.72032,-208.762024,-137.359818
001,1.750707,-208.628433,-137.350113
001,1.750707,-208.628433,-137.350113
001,1.779904,-208.517792,-137.349976
001,1.779904,-208.517792,-137.349976
001,1.80813,-208.45874,-137.325119
001,1.837956,-208.482544,-137.257355
001,1.837956,-208.482544,-137.257355
001,1.866322,-208.617828,-137.235886
001,1.866322,-208.617828,-137.235886
001,1.895017,-208.734222,-137.286865
001,1.922885,-208.792358,-137.341858
001,1.922885,-208.792358,-137.341858
001,1.953008,-208.810608,-137.379974
001,1.953008,-208.810608,-137.379974
001,1.981071,-208.836319,-137.391525
001,1.981071,-208.836319,-137.391525
001,2.012077,-208.850937,-137.452652
001,2.041013,-208.818146,-137.494034
001,2.041013,-208.818146,-137.494034
001,2.069925,-208.753082,-137.524551
001,2.069925,-208.753082,-137.524551
001,2.097959,-208.689087,-137.577454
001,2.097959,-208.689087,-137.577454
001,2.124824,-208.64032,-137.632126
001,2.152674,-208.650238,-137.643814
001,2.152674,-208.650238,-137.643814
001,2.179518,-208.657166,-137.658463
001,2.206992,-208.554764,-137.841202
001,2.206992,-208.554764,-137.841202
001,2.234529,-208.499527,-137.942688
001,2.234529,-208.499527,-137.942688
001,2.262201,-208.472351,-137.99202
001,2.290215,-208.457047,-138.067337
001,2.290215,-208.457047,-138.067337
001,2.318982,-208.483704,-138.095398
001,2.318982,-208.483704,-138.095398
001,2.347415,-208.516266,-138.124329
001,2.347415,-208.516266,-138.124329
